,combinedPval,adjustedPval,cluster
TATDN1,0.000151360743573026,0.00604680198897572,8
CLPTM1L,0.000152312173544278,0.00608272095884054,3
CHCHD5,0.000152698320628253,0.00609604794094337,5
DHX15,0.000152977282370959,0.00610508817084491,5
PLEKHB2,0.000153369246860047,0.0061186304143299,4
GCHFR,0.000154051399146482,0.00614373636952602,4
ENSGALG00000048310,0.000154155725022864,0.00614578866597692,1
BRD7,0.000154320254847962,0.00615023890766041,5
RCAN2,0.000154428744403301,0.00615245345034298,6
SEPHS2L,0.000154569779401426,0.00615539627171746,9
BRCC3,0.000154608506491627,0.00615539627171746,6
NUS1,0.000154721569592731,0.00615778879763629,2
LARP7,0.000154900378207312,0.00616279540680734,9
PLOD2,0.00015505158200857,0.0061645916988402,4
FGD3,0.000155013780940738,0.0061645916988402,9
NAT8B,0.000155796764037541,0.00619210120890927,8
ANP32B,0.000155910782873692,0.00619451507448494,9
LYRM2,0.000157299315790671,0.00624754790358006,8
TMEM38B,0.000159504078045769,0.00633295208883133,8
FBP2,0.000160213960478606,0.00635896549278841,1
FGFR3,0.000161254154168677,0.00639806687081348,4
CD47,0.000162700553250961,0.00645325304435283,7
TWF2,0.00016290363771998,0.00645910433944149,7
PTRH2,0.000163290659861204,0.00647224225858268,5
ENSGALG00000014902,0.000163794110395798,0.00648998444328235,2
MRPL22,0.000164576636730862,0.00651876854037452,1
ACYP2,0.000165301551494634,0.00654525185188577,1
USP4,0.000165373732231577,0.00654588038466107,6
BCKDHB,0.000167361999347415,0.00662232587013536,1
DUSP14,0.000167692138063003,0.00663313138439602,2
IFT57,0.000167886207691148,0.00663854911003935,7
PEX16,0.000169042518397999,0.00668199910881888,6
CRYL1,0.00017046974460333,0.00673612481622687,8
RPA4,0.000170576562428248,0.00673759505360093,5
ENSGALG00000003385,0.000170622863874037,0.00673759505360093,5
QSOX1,0.000171020359386764,0.00675099831019517,7
GSK3B,0.000171315625784541,0.00676035836115838,6
TMEM97,0.000171664773181313,0.00677183755926634,4
SLC29A1,0.000172673831664971,0.00680933233316018,1
CRIPT,0.000174289569271124,0.00687071774522827,6
GSTZ1,0.000175356595687903,0.00691043797566271,10
EMC2,0.000175465302536093,0.00691237870677147,2
TFEB,0.000175957852330266,0.00692943432528378,1
AMOT,0.000176753553649434,0.00695841282550286,3
HSPA4,0.000176832125836413,0.00695914940887377,5
RAB7B,0.000177750616542571,0.00699292892626127,8
RFC5,0.000178585556524058,0.00702339971197339,9
HYLS1,0.000178984683661843,0.00703671606905612,1
XPO7,0.000179725493960614,0.00706345202723476,6
CLINT1,0.000180103558613975,0.0070738551798363,10
ENSGALG00000000461,0.000180111893449464,0.0070738551798363,8
ENSGALG00000050981,0.000181100640108234,0.00711028586477103,1
SLC2A1,0.000181572549968978,0.00712640700496212,1
CHST15,0.00018180867006512,0.00713326604837245,3
ENSGALG00000040415,0.000182948365181068,0.00717556028296618,1
FLAD1,0.000183643285309176,0.00720038700604178,5
LAMA4,0.00018430869543562,0.00722404033395403,4
AKR1B1L,0.000184486560021568,0.00722857464941362,8
KTN1,0.000185775266977273,0.0072761842179926,8
NIF3L1,0.000185826822094448,0.0072761842179926,5
SMARCD1,0.000186610468353998,0.00730440823151659,10
ENSGALG00000014897,0.000186739676794945,0.00730700550722293,5
SLIT2,0.000186881775507519,0.00731010525356601,4
USP12-like,0.000186984868797424,0.00731167768385773,8
COG7,0.000188000125449728,0.00734890542803901,2
TNFAIP6,0.000188561507946439,0.00736837221510391,4
XPA,0.000188629607482449,0.00736855649840687,3
ENSGALG00000052274,0.000191852177254592,0.00749192431207041,1
TMEM63C,0.000192329498622468,0.00750804193619452,2
PIGL,0.000192403257881946,0.00750840001582275,3
SDF2L1,0.000194467493256134,0.0075854613457901,4
SBDS,0.000194508458468801,0.0075854613457901,6
CDCA3,0.000195025969571994,0.00760309278075016,5
RDH14,0.000197403116552031,0.00769318604646613,1
SRFBP1,0.000198143220424551,0.00771944153235604,10
GNPDA1,0.000198426775098959,0.00772789873162478,6
SNRNP40,0.000198952545644948,0.00774578040931234,6
TMEM267,0.000199136550415036,0.00775033765103772,8
UBE2T,0.000199202934976661,0.00775033765103772,5
COQ8B,0.000200497863236393,0.00779810928470299,1
TMEM39A,0.000203339440173589,0.0079059837778046,4
INTS8,0.000203747712579583,0.00791656234335722,6
DIABLO,0.000203734596944116,0.00791656234335722,5
CLBA1,0.000204631090666263,0.00794822926659039,3
ENSGALG00000043593,0.0002062546199042,0.00800861419864354,10
PRNP,0.00020653772640622,0.00801692921220232,5
MCRS1,0.000207956110931939,0.00806929070292317,6
SLC31A1,0.000208054208825192,0.00807040345507634,10
ATG4A,0.000209336017617856,0.00811741618529631,2
ENSGALG00000009959,0.000209587296098435,0.00812445004639826,1
LCLAT1,0.000209872936916766,0.00813281079724056,6
PGAP2,0.000210976051004841,0.0081728334228588,6
MALSU1,0.000211282331102458,0.00818197174882429,6
CCDC82,0.000211926675174667,0.00820419125812455,10
FAM102A,0.000212462151075954,0.00822218282840862,10
DIO2,0.000214911355157055,0.00831419813659852,1
ENSGALG00000012021,0.00021577491665925,0.00834482944766768,1
ENSGALG00000040120,0.000216388006208823,0.00836475954076828,8
IREB2,0.000216498758493167,0.00836475954076828,2
ENSGALG00000055092,0.000216506113971726,0.00836475954076828,7
NPEPL1,0.000216652015069263,0.00836761559794277,6
ASCL1,0.000216981796830051,0.00837756930750518,8
TNFSF10,0.000217918212612855,0.00841093049748681,3
C8orf59,0.000219235060401668,0.00845894810084125,10
OSCP1,0.000220811401908216,0.00851694280415575,6
TMEM50B,0.000222277750973499,0.0085706579123165,7
MAT2B,0.000223775697748341,0.00862384673970225,6
MED24,0.000223805552151957,0.00862384673970225,3
ENSGALG00000016127,0.000223904359318516,0.0086247953207379,1
RMND1,0.000224068584968817,0.00862826235849752,10
GKAP1,0.000224194871297767,0.00863026664547841,1
AEBP1,0.000224330446344068,0.00863262705160959,3
ENSGALG00000006873,0.00022589068011325,0.00868979110798902,9
SCARB2,0.00022672975622684,0.0087191843000513,8
N4BP1,0.000227278117813201,0.00873738194825666,7
PTGS1,0.000227604613531218,0.0087470410688039,7
ENSGALG00000049062,0.000227850127432871,0.00875358263289473,1
ARFIP1,0.00022934135863395,0.0088079622308349,4
LOXL2,0.000229540557213914,0.00881270118076412,8
SERINC3,0.000229964607872946,0.00882606684907418,7
NOC4L,0.0002302269325134,0.00883321868138186,4
ZNF385C,0.000230480676490119,0.00884003668505693,8
ACAT2,0.000230705474390858,0.0088457403370286,8
EIF4G3,0.00023091591539337,0.00885088993530896,9
MRPS30,0.000231232903715739,0.00885719938345426,6
KLF15,0.000231175357898294,0.00885719938345426,1
RCHY1,0.000231410274651678,0.0088610738124565,6
GYG1,0.00023419930561952,0.00896491744919649,2
RARS2,0.000236136256110075,0.00903608666235026,8
MKLN1,0.000237110016604536,0.00907036334375071,8
CTSO,0.0002373445858872,0.00907634989046817,7
RAD23B,0.000237471508807152,0.00907821732387432,9
ZNF143,0.000237679583745654,0.0090831848425217,6
FAR1,0.000238450343416075,0.00910964564119432,10
ERBB2,0.00023881502411216,0.00912058049916263,8
ENSGALG00000043198,0.000239400425667502,0.00913977541689559,1
PIGT,0.000239474866423395,0.00913977541689559,7
UGGT2,0.000240069679100507,0.00915946993348761,8
ARMC7,0.000242838885018859,0.00926208476295062,2
F10,0.000242947646734715,0.00926319392308992,7
WFS1,0.000243683357999958,0.00928819907282735,7
POLL,0.000245287732621224,0.00934628682384945,1
ENSGALG00000039958,0.000245626290254375,0.00935612043225198,6
SMAP2,0.000245909559241975,0.00936384229562188,6
IK,0.000246149765125825,0.00936991986499006,7
MORC3,0.000246356836024364,0.00937473255440844,9
FZD2,0.000248052785395081,0.00943618054736024,8
USP1,0.000248775667901047,0.00946058399315942,6
TMEM11,0.000250116866921779,0.00950847748490078,1
TSPAN12,0.000250452459288564,0.00951812287882989,1
CUEDC2,0.000252983878688662,0.00961118427342858,1
POLE2,0.000253344318820403,0.00962173350217876,8
SYNM,0.000253564771255155,0.00962696100086405,7
ASAH1,0.000253958338548133,0.00963875550168346,10
ENSGALG00000030064,0.000254232384305109,0.00964600745413889,1
B2M,0.000254541913573547,0.00965460053978849,4
CMIP,0.000256657120189185,0.00973165378783477,10
BCAP29,0.000256888740692185,0.00973726024562964,5
ARRDC1,0.000257701910909458,0.00976489926231333,6
ELP2,0.000258162470144319,0.00977916340553367,1
FAF2,0.000259878047854323,0.00984094272014089,8
KANK1,0.000261122268293112,0.00988483847194935,4
SLC25A33,0.000261549780793846,0.00989779905877281,1
EEF1AKMT1,0.000261930994212678,0.00990899968964603,5
UBA2,0.000262677257360844,0.00993399858121772,5
ENSGALG00000054145,0.000263801534573727,0.009971417780623,10
CARHSP1,0.000263838251451043,0.009971417780623,9
THRAP3,0.000265030865254645,0.0100132357638606,9
CCNH,0.000266488565950684,0.0100650386736175,5
CEP70,0.000266871172709515,0.0100762157699163,10
AIDA,0.000267149280179346,0.0100834413250426,4
IFT22,0.000268976139431221,0.0101491002248065,8
TACC3,0.000269133726800597,0.0101517514122445,5
NRG1,0.000269607534777339,0.0101663248842022,7
ENSGALG00000042810,0.000270857469952479,0.0102101455161399,2
SYPL1,0.000271183337634651,0.0102191157154317,6
NOG,0.000272917251892935,0.0102811229185212,2
GNPTG,0.000273857805350275,0.0103132127692331,3
ENSGALG00000027887,0.000274259888174311,0.0103250101342818,4
CIDEC,0.000274393631982894,0.0103267010232137,3
TTF1,0.00027537195553351,0.0103601659717536,9
LPCAT1,0.000276703714427784,0.01040353631569,6
CNOT9,0.000276687199117553,0.01040353631569,5
LANCL2,0.000277585437375882,0.0104308100183699,5
RNF168,0.000277608564971832,0.0104308100183699,3
MRPL45,0.000278130842178648,0.0104470574063828,1
DNAJC18,0.000278908395667798,0.0104728798036685,1
DGCR6,0.000279037611520261,0.0104743486109546,10
EIF5B,0.000279661594085656,0.0104943827349538,9
RNF20,0.00028007245613737,0.010506409100862,9
TTC33,0.000280654973338734,0.0105248649615403,10
MPST,0.000281218104800751,0.0105411790477414,10
MORN4,0.000281271351483037,0.0105411790477414,6
ENSGALG00000032052,0.000281532569297749,0.0105475684346222,1
FOXK1,0.000284484291791953,0.0106547205175553,6
MYC,0.000284903490730182,0.0106637084207528,10
LSS,0.000284907727912787,0.0106637084207528,4
TP53INP1,0.000285969205524372,0.0106931099019563,10
ENSGALG00000046978,0.000285800672018111,0.0106931099019563,7
SEPT5,0.000285893546668969,0.0106931099019563,8
CACNA1E,0.000286207712173692,0.0106985871005203,1
FBXO34,0.0002865061999614,0.0107063021820776,10
CRELD2,0.000287182515595341,0.0107280832071884,5
NUBP1,0.000287273635343421,0.0107280832071884,6
CTCFL,0.000287427386471029,0.010730378005113,5
LSM12,0.00028794531346521,0.010746262554427,9
P4HA2,0.000288058688735493,0.0107470436817182,3
ENSGALG00000053536,0.000289026095289135,0.0107796767297897,1
TIRAP,0.000289138966693581,0.0107804278530648,3
SWAP70,0.000290723179354413,0.0108333744561475,3
CRLF3,0.000290745408609072,0.0108333744561475,4
EIF2AK1,0.00029248571139473,0.0108947274384335,7
C2H6orf52,0.000293168705420399,0.0109117747681563,5
CTTN,0.000293224959243998,0.0109117747681563,9
ENSGALG00000006588,0.000293076321841612,0.0109117747681563,4
TMEM70,0.000294204585713054,0.0109447261556376,1
RNPEP,0.000295337085175706,0.0109833416810419,4
angiopoietin-2,0.000296041169309702,0.01100600519205,4
NUDT1,0.000296541981686715,0.0110210995374189,6
POFUT1,0.000297014414414321,0.0110351298309946,7
ENSGALG00000027514,0.000298761520274748,0.011096494617763,3
CXCR4,0.000298987808561413,0.0111013525791826,6
CCDC25,0.000299767845524768,0.0111267614422172,4
COL9A1,0.000300388807662255,0.0111462514417224,4
CACNA1G,0.000300641718599781,0.0111520764234647,10
ENSGALG00000030587,0.00030101109658498,0.0111622165677956,7
UBE2E1,0.000302214010176716,0.011203249897046,9
HERC2,0.000302512304817149,0.0112099199310658,9
SEC63,0.000302586791398385,0.0112099199310658,7
TMEM51,0.000302719947341767,0.011211280206572,8
SMN,0.00030344091597001,0.0112344024165874,9
ENSGALG00000007728,0.000303772691204074,0.0112431052439112,8
RAB33B,0.000304071385398563,0.0112504687780715,8
TNFRSF10B,0.000304165194281225,0.0112504687780715,1
ENSGALG00000045540,0.000305132351754223,0.011282652247945,7
MCM4,0.00030525177327001,0.0112834791157519,6
ENSGALG00000029199,0.00030574819477025,0.0112982366441204,7
IFI30,0.000306462627580162,0.0113210383512136,3
ZCRB1,0.000307536038465561,0.0113570823712431,8
APEH,0.000309088784570921,0.0114107993788778,6
ANKRD54,0.000309516973383328,0.0114229795646917,2
TCERG1L,0.000309661762789792,0.0114246962496355,6
SIK1,0.000310198937227391,0.0114408839503592,2
ENSGALG00000036272,0.00031172881155217,0.0114936629336469,1
MBNL3,0.000312320294940771,0.0115118202778416,4
C8H1orf52,0.000312522939675208,0.0115156384424525,7
HAGH,0.00031281988964571,0.01152292798332,2
KCNA2,0.000314400383729208,0.011577478128045,8
RLBP1,0.000314706463230063,0.0115850795497668,10
YIPF4,0.000315508625583494,0.0116109323458454,8
ENSGALG00000019284,0.000317644416410579,0.0116858316845419,8
ENSGALG00000031398,0.000318865179472994,0.0117270312942252,10
ITSN1,0.000319283502890788,0.0117387025365423,4
ENSGALG00000033570,0.000319756954121786,0.0117523925744913,1
DEPDC6,0.000320360774933581,0.0117708640665108,1
ENSGALG00000046585,0.000320729125153463,0.0117806748354433,8
PPP4R2,0.00032182245668011,0.0118171002239101,5
GPBP1L1,0.000322273764219894,0.0118299353720055,10
NTPCR,0.00032280108331606,0.0118403643670065,5
CCDC28A,0.000322802612776951,0.0118403643670065,6
ENSGALG00000054505,0.000322863422230979,0.0118403643670065,6
CPLANE2,0.00032341983601003,0.0118570293315276,6
ENSGALG00000021686,0.000325100777453624,0.0119148975685548,1
RTCB,0.000326524893895286,0.0119633196965991,5
ALG2,0.000326918567541634,0.0119739695268605,8
F3,0.000327429068648355,0.0119888903127765,3
ENSGALG00000048104,0.000328426234299961,0.0120216154258419,3
KANSL3,0.000329389478076481,0.0120530786623231,6
KRT222,0.000329858441783015,0.0120664410047228,10
ATP11B,0.000330646705785531,0.0120879157329411,7
DECR2,0.000330653451270702,0.0120879157329411,8
CENPK,0.000331173123620854,0.0121031077281838,5
BRINP2,0.000332384279035813,0.0121435532872487,2
GPR137B,0.000332896712442521,0.0121584538677932,10
F2RL2,0.000333348502922881,0.0121683858455739,7
NOP53,0.00033337799109856,0.0121683858455739,6
COPS5,0.000334383577691,0.0122012591745636,6
MRPS10,0.000334772180796028,0.0122116059440482,5
CA4,0.000334927519443085,0.012213440019474,1
MTG1,0.00033532509015588,0.0122241033897983,8
ARHGAP19,0.000335556411835247,0.0122287014516184,5
C7H2ORF76,0.000337960093944156,0.0123124392769504,8
ENSGALG00000044563,0.000339308495719282,0.0123576910898584,1
NRGN,0.000340825223775765,0.0124090431191137,10
C9orf3,0.000341568997388353,0.0124283382957294,5
ZC3H15,0.000341552994364891,0.0124283382957294,5
CHD2,0.00034339224684854,0.0124907696232696,1
ENSGALG00000037314,0.000344069993445162,0.0125104989849004,2
ENSGALG00000037980,0.000344149868338972,0.0125104989849004,10
BYSL,0.000347070559232665,0.0126127276836497,6
TP53BP2,0.000347289700080466,0.012616747411904,3
HLF,0.000348474158359258,0.0126558228563572,2
DLGAP4,0.000348974776694155,0.0126700460720359,5
ZCCHC17,0.000349324780946736,0.0126787938464577,8
LTBP1,0.000351288753542178,0.0127460970934716,2
CYB561A3,0.000351602713574928,0.0127535082663513,10
SLC9A8,0.000352546581204427,0.0127837560104006,1
ARID5B,0.000352740696579312,0.0127868064647122,8
TPRKB,0.000353366043763348,0.0127984512479198,5
RAB5A,0.000353392206168035,0.0127984512479198,3
GTF2H3,0.000353258988597061,0.0127984512479198,5
MTHFR,0.000355223421280804,0.0128607640612736,1
ENSGALG00000002463,0.000356206400910608,0.0128923375085845,7
SLC25A36,0.000356960173791165,0.0129155981019349,7
TMEM181,0.000359556576754239,0.0130054938546617,8
MESD,0.000360573256773411,0.013038211418019,9
NUP35,0.000360885774646658,0.0130454542783668,5
HMBS,0.000362456194943572,0.0130981496993009,6
MAK16,0.000363135370411882,0.0131186152912918,6
ENSGALG00000009292,0.000363939730534391,0.0131424275126615,1
LONP1,0.000364020614421645,0.0131424275126615,1
FAM49B,0.000364827337301921,0.0131674637782255,2
TBC1D19,0.000365149833031486,0.013175013047549,7
SGPL1,0.000365510097879107,0.0131839199613137,8
ENSGALG00000019976,0.000365656221470778,0.0131850996875431,8
CD34,0.000366013699641621,0.0131938974971268,7
APIP,0.000366755879807945,0.0132165531185028,8
RAB33A,0.000368099727684923,0.0132608699040737,1
MAP3K5,0.000369977643730146,0.0133202667126999,7
IFT46,0.000369958537219439,0.0133202667126999,7
DIPK1C,0.000370653488529715,0.0133379643500024,8
CDC42SE1,0.000370698668958003,0.0133379643500024,9
GRAMD2A,0.000371104153623292,0.0133484225762208,1
ERGIC3,0.000373232208849994,0.0134208151313019,8
NEK9,0.000374018622141925,0.0134449346013211,9
ATG3,0.000375206285508245,0.0134834585310502,6
CRLF1,0.000378878133244109,0.0136112030145068,5
ANKRD13A,0.000380215874630219,0.0136550416666876,4
VTA1,0.000380643414976456,0.0136661744513262,6
NFYB,0.000380912066378691,0.0136715975607902,9
NDUFAF4,0.000381081897762869,0.0136734715947746,1
AP2S1,0.000385998386345898,0.0138456051355979,5
PDAP1,0.00038731678995918,0.0138886104514765,9
FZD4,0.000387480191646583,0.0138901853461471,3
NOL8,0.000389126432670528,0.0139448989255981,9
ENSGALG00000045738,0.000389866553889284,0.0139671166986564,6
FHL3,0.000391612114042594,0.0140253299155645,4
KDM5B,0.000391791926716123,0.0140274483313631,10
NDC1,0.000393968263889377,0.0141010256229103,6
HSPH1,0.000394864359391622,0.0141287489470545,6
METTL9,0.000396403537728185,0.0141794584522438,8
KRT18,0.000397349787153223,0.0142089340625025,3
SNW1,0.000397809076190914,0.0142209835569873,6
USE1,0.000398730237276101,0.0142495316910927,5
FARSA,0.000399766523484613,0.0142821752724038,7
LRRC42,0.000402080070615707,0.0143604165730239,7
COMMD10,0.000405887107672753,0.0144919338955526,5
SGK1,0.000409910464185259,0.0146310916316936,3
ENSGALG00000001791,0.000410191161089202,0.0146321256214728,1
ENSGALG00000053941,0.000410136271305594,0.0146321256214728,8
CEP112,0.000411110950577775,0.0146559417391837,7
RCAN3,0.000411066980864572,0.0146559417391837,3
DSN1,0.000412131226717571,0.0146878100958317,5
PPIL3,0.000416157508041248,0.0148267561238774,7
UBE2D1,0.000417906740287188,0.014884515730414,1
NQO1,0.000418037528596926,0.0148846137591022,4
ARL3,0.000419420211143384,0.0149292729345137,4
SYAP1,0.000421593218634886,0.0150020277957557,3
ENSGALG00000042611,0.000422563092649653,0.0150319387741373,7
LSM14A,0.00042648060297068,0.0151666563535764,8
MALL,0.000427510686036747,0.0151986392137667,4
MPV17,0.000427787281842673,0.0152038231178783,6
NAA35,0.000429413056866501,0.0152569398577479,6
ENSGALG00000017290,0.000430115944983545,0.0152772442145356,5
RGS2,0.00043056204648384,0.0152884181761993,8
ASNS,0.000430945746114242,0.0152973702219961,5
UBE2Q1,0.000434133288623184,0.0154058150116168,7
ARL8BL,0.000434329979220438,0.0154068993419219,2
NXPE3,0.000434428902162054,0.0154068993419219,1
COQ7,0.000434824328973904,0.0154162201083052,1
APBA3,0.000437554205655499,0.0155082753200209,2
ENSGALG00000015240,0.000437691721119071,0.0155084211165035,2
CINP,0.000440497007260454,0.0156030632541895,6
ANAPC1,0.000441148570053951,0.0156213828690142,7
MCRIP1,0.000441483969742196,0.0156284991769067,1
AKNA,0.000442619938210376,0.0156639425994068,1
EAF2,0.000444203734373705,0.015715207867249,4
SUPV3L1,0.000445104448604683,0.0157422829632626,6
RAD18,0.00044723029261784,0.0158126583310252,6
CNOT7,0.000448375076103069,0.0158483142322225,5
ENSGALG00000048776,0.00045019926356149,0.0159079554456939,6
MVB12B,0.000450832132847245,0.0159254775424256,7
IFFO1,0.000454134243995652,0.0160372503285248,7
PDK4,0.000455570207524625,0.0160830742954652,1
SMCO4,0.000457437572641384,0.0161440956615147,9
FARSB,0.00046087639483583,0.0162605237377104,5
TOP3A,0.000463193662833428,0.0163373227814774,7
ENSGALG00000008297,0.000469478303851023,0.0165539661727615,6
AP5M1,0.000470899393760105,0.0165990397019074,7
STK26,0.000472693680817926,0.0166521893398941,8
DLST,0.000472561895518808,0.0166521893398941,7
SIRT2,0.000476276057160274,0.0167733075065892,10
FAM133B,0.000476642766766178,0.0167760579170798,9
PANK1,0.000476564778376209,0.0167760579170798,6
FAM207A,0.000480519662840573,0.0169073914841916,6
ENSGALG00000051085,0.000483089147536919,0.016992657389531,3
TMEM189,0.000483417921606888,0.0169990785723094,2
FAAH2,0.000484015234119672,0.0170097924249709,6
ATG12,0.000483991393243288,0.0170097924249709,5
DYNC2LI1,0.000484514990391038,0.0170170669738634,4
ENSGALG00000001604,0.000484508921819504,0.0170170669738634,6
GEMIN2,0.000485738173628736,0.017054874912374,8
ENSGALG00000006246,0.000486110290289998,0.0170576367775561,6
UBE4A,0.000486056437686289,0.0170576367775561,7
PARP4,0.0004873634238165,0.0170964488886209,3
PTPRA,0.000490041533244279,0.0171852098988387,4
MORC2,0.000491034191656414,0.0172148283119307,7
ISCA2,0.000491399541221238,0.0172224431094036,6
DPH5,0.000492256082588627,0.0172472632908078,1
MAML2,0.000493488621777449,0.0172852384486173,10
MRPS35,0.000494421127591127,0.0173126847402037,1
SIVA1,0.000494737793826694,0.0173185567144829,10
DBT,0.000495371064132666,0.0173355047093714,1
SHTN1,0.000496080132548982,0.0173550942596033,2
IBTK,0.000499245417344474,0.0174605755691597,7
IKBKB,0.00050026115601165,0.0174908379598828,8
DEGS1,0.000500579652429334,0.0174967115131502,5
C15orf61,0.000503272531496624,0.0175855481546731,1
ENSGALG00000053539,0.000503740291622035,0.0175966037839743,1
ORC4,0.000505908970376723,0.0176670512368622,5
TMEM63B,0.000506669910332214,0.0176812085637357,6
TRMT2B,0.000506770651912847,0.0176812085637357,6
ANAPC2,0.000506547549628866,0.0176812085637357,8
EHMT1,0.000508323248853637,0.0177300574656163,6
ERGIC2,0.000512171756828828,0.0178589332588082,7
SC5D,0.000514494233222251,0.0179345364768616,6
SAP30BP,0.000515675053680775,0.0179703097981536,7
RMI2,0.000515957977343495,0.0179747810340924,1
ATP6V0A1,0.000516199428081787,0.0179778052032396,6
TCIM,0.000517532130961507,0.0180188214870563,7
ENSGALG00000020488,0.00052057457564425,0.018119323154985,8
PISD,0.000522366845338129,0.0181762636028404,3
CHADL,0.000526868779787359,0.0183274271893749,3
ST3GAL2,0.000528715762389109,0.0183861739710629,8
NANOS1,0.000530948775395057,0.0184583058708322,1
UBL3,0.000532654647152242,0.018512074182889,10
DGLUCY,0.00053346435921009,0.0185346742028004,1
TREM-A1,0.000533789834086029,0.0185404414185422,4
CHERP,0.000533953158411427,0.0185405747993239,9
ENSGALG00000037747,0.000538169586254744,0.0186814028957921,6
TERF2,0.000539669657789177,0.0187278825796985,6
ENSGALG00000028056,0.000541668639428283,0.0187916427806453,3
ENSGALG00000052746,0.000548243720431829,0.0190140722445354,7
TMEM38A,0.000549367548156821,0.0190473662104629,2
ENSGALG00000009044,0.00055363293251276,0.0191895301527262,3
KIDINS220,0.000556074445065224,0.0192684107750216,2
GPR162,0.000556417787895169,0.0192745628441694,3
ENSGALG00000002042,0.00056004822403366,0.0193945437220812,9
SKIV2L2,0.000565258170011296,0.0195623447630604,6
USP22,0.000565385837089094,0.0195623447630604,8
RSRP1,0.000565398565495978,0.0195623447630604,6
MTMR2,0.000565609913223408,0.0195638346580229,2
KBTBD4,0.000566173237180778,0.0195774945222696,6
HACL1,0.000567376747989679,0.0196132764643071,7
BID,0.000567820028857025,0.0196227650523577,9
TEX10,0.000568435356516739,0.0196381918392558,10
KLHDC4,0.000570813225410527,0.0197144832942367,6
NUF2,0.000573118822943863,0.0197823587321276,5
SNF8,0.00057305238894112,0.0197823587321276,6
RAB39B,0.000574422049075318,0.0198214569949195,8
ECHDC2,0.000574999938395715,0.0198355104410721,1
SERHL2,0.000575318783759382,0.0198406220791101,8
ARHGAP24,0.00057647372664027,0.0198745560527425,6
ENSGALG00000029565,0.000577611558335023,0.0199078801536531,8
BOC,0.000580587178424796,0.0200045066887131,4
MAP3K14,0.000584360838406628,0.0201285647969107,6
ENSGALG00000010108,0.000584779682254011,0.020137025530438,10
PLA2R1,0.00058541123678002,0.0201528038262722,3
PYGL,0.000588319439202234,0.020246923268483,8
SUPT5H,0.00058908153393733,0.0202671508932712,10
PRKACB,0.00059059730968869,0.0203132890178114,2
ENSGALG00000052541,0.000594426247184865,0.0204389363201378,7
SEH1L,0.000598181221286076,0.0205597001840514,5
IMMP1L,0.000598292131624989,0.0205597001840514,1
DYNC1LI1,0.000601018876355219,0.0206290106103743,6
CHMP5,0.000600600571978749,0.0206290106103743,9
ZFAND3,0.000600903068433079,0.0206290106103743,7
PLPP1,0.000600917597617157,0.0206290106103743,2
CDV3,0.000605599544927671,0.0207800994725126,5
ENSGALG00000023819,0.000609306701605306,0.0209011349668641,1
ENSGALG00000049751,0.000613250551626088,0.0210240142102766,5
ENSGALG00000007195,0.000613138462495555,0.0210240142102766,5
AAMDC,0.000614717844836132,0.0210681043457989,2
DIEXF,0.000615363019696447,0.0210840004954405,7
Ii,0.000615853494829066,0.0210898818281887,6
GGA3,0.000615897499990137,0.0210898818281887,7
PPM1G,0.000616798045229849,0.0211144994727219,7
ENSGALG00000051922,0.000617112162268563,0.0211190336673553,2
IDS,0.000624411922961476,0.0213625600402285,8
B3GNT2,0.000626656352131771,0.0214330395501228,1
MTRF1,0.000627944215204623,0.0214707705382021,5
PPP1R9B,0.000629393900030584,0.0215140107468738,9
ENSGALG00000036522,0.000632179641884889,0.0216028813575062,3
NSFL1C,0.00063347369331368,0.0216407405801871,6
ENAH,0.000634177394691848,0.0216584159337051,6
AURKA,0.00063574800681987,0.0217056789317959,5
PTGR1,0.000635959049599677,0.0217065094519418,5
SMS,0.000636814906268102,0.0217293417668836,5
ENSGALG00000037869,0.000641843170503309,0.0218944894282287,7
LYPD1,0.000643083313731418,0.0219303581045818,2
SST,0.000643637424394772,0.0219428175954437,2
YTHDF1,0.000643829128166962,0.02194291826636,10
HELLS,0.000646424833542714,0.0220249278010127,7
PCDHGC3,0.000649817138073883,0.0221340229796374,3
BLOC1S2,0.00065154714872584,0.0221864499023527,5
CEBPG,0.00065220663965293,0.0222024035131656,8
BET1L,0.000652426315107979,0.0222033799781739,8
NUDT5,0.000652708194471163,0.0222064721762501,3
ATP6V1D,0.000655873667276929,0.0223076396285243,2
SFPQ,0.000656587433914613,0.0223253846195987,5
BABAM2,0.000658059863902327,0.0223689078760036,9
FUT10,0.00066061656339933,0.0224492516288468,4
LACTB2,0.000661118638991542,0.0224597480399742,1
EPM2A,0.000661496596196853,0.0224660229578696,2
UROD,0.000664052669255621,0.0225462466838772,6
ARL9,0.000664837842250021,0.022566314638839,6
TMEM243,0.000665331832509386,0.0225764902689683,3
YAF2,0.000666978274850738,0.0226218246236439,6
PCBP2,0.000667057022751827,0.0226218246236439,6
RAB12,0.000668023819630048,0.0226480047207817,2
TCF3,0.000671606813885672,0.022762840606312,5
MPZL2,0.000673541251148269,0.0228217511208062,4
ZFHX3,0.000674328539925884,0.0228417695381133,9
SRD5A3,0.000675273037165858,0.0228537857423061,7
ERCC3,0.000675213437463906,0.0228537857423061,2
HIPK1,0.00067523180070439,0.0228537857423061,6
HMOX2,0.000676020885223894,0.0228724370978717,4
